ensid	gene_name	logFC	AveExpr	t	P.Value	adj.P.Val	B	ranks
ENSG00000078699	CBFA2T2	-0.173692475796751	3.05608735376409	-2.87274134062525	0.00424556496918421	0.0110805859592719	-3.06957425202736	-2.37206450879509
ENSG00000078725	BRINP1	0.191776161001601	-1.07085324513708	2.53284494084733	0.0116246197805088	0.0265515940739673	-4.03132876039469	1.93462124316295
ENSG00000078747	ITCH	-0.0922060985517361	6.95915507053851	-1.16249690238744	0.245598788932763	0.340370777213011	-6.65115561508428	-0.609773779066354
ENSG00000078804	TP53INP2	0.0557873054534626	0.0369418269815898	0.535098763432111	0.592823986600213	0.680673396885785	-6.90946292679053	0.227074232428593
ENSG00000078808	SDF4	-0.136188429205826	5.16106832139729	-1.98939385775885	0.0472124960353503	0.0869489362157237	-5.34687009975864	-1.32594303863412
ENSG00000078814	MYH7B	-0.137282568539575	1.13015768760343	-1.50365784363021	0.133312856004436	0.207007625560761	-5.8558136685222	-0.875127967446116
ENSG00000078900	TP73	-0.807635023180763	0.38213753995515	-7.53663245311322	2.34470412998525e-13	4.92234044158103e-12	19.6750215749826	-12.6299119515935
ENSG00000078902	TOLLIP	-0.0642036759874005	2.93764668120264	-0.801224252547397	0.423389655510814	0.524147688926839	-6.80251649809725	-0.373259757108892
ENSG00000078967	UBE2D4	-0.00835988301474866	2.62618771610572	-0.093953401029332	0.925184526868518	0.947746508874036	-7.08269340981199	-0.0337716391437584
ENSG00000079101	CLUL1	-0.29966993200774	-0.756788317419221	-3.20505702008661	0.00143832356140842	0.00431824792595479	-2.08691854265079	-2.84214340524142
ENSG00000079102	RUNX1T1	0.659907814575541	0.985395928294458	3.85420482458174	0.000131539724663681	0.00052021360036484	0.271910472907896	3.88094307153233
ENSG00000079112	CDH17	2.10098254217671	3.56288265146297	7.27606846966339	1.37131788569493e-12	2.56192832690296e-11	17.873827965666	11.8628618595792
ENSG00000079134	THOC1	-0.103783099348612	5.33288500400098	-1.37551689991839	0.169598876701584	0.252191638217968	-6.37753454725051	-0.770577028517508
ENSG00000079150	FKBP7	-0.498585829496182	2.59990464401565	-3.79884725670584	0.000163618045214116	0.000631795244405483	-0.00846120549586971	-3.78616880026899
ENSG00000079156	OSBPL6	-0.977036079212063	-0.206987752891151	-7.79666114900663	3.83926493846777e-14	8.91186887271274e-13	21.42820976698	-13.4157519172276
ENSG00000079215	SLC1A3	-0.992760498040912	2.72378097370116	-7.14413342138804	3.29301328066114e-12	5.75378295528936e-11	17.0444922474885	-11.482406517783
ENSG00000079246	XRCC5	-0.0334711579172513	7.60552592146318	-0.614642415119247	0.539075813533637	0.632512609247995	-7.12347131877849	-0.268350153024851
